State,latitude,longitude,County,Total
Iowa,41.21842119,-91.26102611,"Davis, Iowa, US",426
Iowa,41.02958964,-93.32780803,"Decatur, Iowa, US",153
Iowa,43.38107862,-96.20926845,"Delaware, Iowa, US",280
Iowa,41.33081904,-94.01554631,"Des Moines, Iowa, US",209
Iowa,41.33521503,-92.64083907,"Dickinson, Iowa, US",368
Iowa,41.33445101,-93.09934783,"Dubuque, Iowa, US",746
Iowa,42.03586837,-92.9990819,"Emmet, Iowa, US",1768
Iowa,41.03299766,-95.61920963,"Fayette, Iowa, US",173
Iowa,43.35638371,-92.78887719,"Floyd, Iowa, US",186
Iowa,42.05220391,-95.95743843,"Franklin, Iowa, US",144
Iowa,41.02988815,-92.8690667,"Fremont, Iowa, US",153
Iowa,41.03018714,-95.15642896,"Greene, Iowa, US",90
Iowa,41.48370744,-91.1121697,"Grundy, Iowa, US",1090
Iowa,43.08310673,-95.62474482,"Guthrie, Iowa, US",334
Iowa,43.37824276,-95.62422844,"Hamilton, Iowa, US",146
Iowa,40.7393172,-95.1497813,"Hancock, Iowa, US",150
Iowa,43.08193849,-94.67824621,"Hardin, Iowa, US",172
Iowa,42.737633,-96.21366621,"Harrison, Iowa, US",1091
Iowa,42.73420133,-94.67862564,"Henry, Iowa, US",156
Iowa,41.68679484,-93.57767461,"Howard, Iowa, US",15571
Iowa,41.33640314,-95.53907776,"Humboldt, Iowa, US",2033
Iowa,41.68625425,-92.53155731,"Ida, Iowa, US",270
Iowa,40.73518949,-94.24368535,"Iowa, Iowa, US",48
Iowa,42.38624071,-95.10547892,"Jackson, Iowa, US",232
Iowa,41.63935978,-90.61959493,"Jasper, Iowa, US",2875
Iowa,41.6850066,-95.31015553,"Jefferson, Iowa, US",250
Iowa,43.08221074,-96.1767568,"Johnson, Iowa, US",1469
Iowa,42.03621213,-93.46499005,"Jones, Iowa, US",3369
Iowa,42.07991767,-92.53266945,"Keokuk, Iowa, US",699
Iowa,40.73710579,-94.69778563,"Kossuth, Iowa, US",127
Iowa,41.0277278,-94.24234847,"Lee, Iowa, US",126
Iowa,40.75326764,-91.95017958,"Linn, Iowa, US",112
Iowa,41.03064984,-92.40954728,"Louisa, Iowa, US",1296
Iowa,41.33559454,-93.56007641,"Lucas, Iowa, US",945
Iowa,41.33577126,-91.71725711,"Lyon, Iowa, US",449
Iowa,40.73969028,-93.32752197,"Madison, Iowa, US",84
Iowa,42.42853483,-94.17987389,"Mahaska, Iowa, US",1213
Iowa,43.37751174,-93.73407298,"Marion, Iowa, US",284
Iowa,43.29094334,-91.84422722,"Marshall, Iowa, US",315
Iowa,42.38979414,-96.0459439,"Mills, Iowa, US",5173
Iowa,43.37750768,-93.26087602,"Mitchell, Iowa, US",104
Iowa,42.73305373,-93.73515113,"Monona, Iowa, US",570
Kansas,37.88582951,-95.30030847,"Monroe, Iowa, US",33
Kansas,38.21413251,-95.29272815,"Montgomery, Iowa, US",69
Kansas,39.53185661,-95.30870026,"Muscatine, Iowa, US",307
Kansas,37.2288586,-98.68460053,"O'Brien, Iowa, US",6
Kansas,38.47889676,-98.75636726,"Osceola, Iowa, US",447
Kansas,37.85508555,-94.84865997,"Out of IA, Iowa, US",148
Kansas,39.82652589,-95.56421698,"Page, Iowa, US",113
Kansas,37.78134351,-96.83878537,"Palo Alto, Iowa, US",518
Kansas,38.30292938,-96.59563862,"Plymouth, Iowa, US",81
Kansas,37.14994405,-96.2454192,"Pocahontas, Iowa, US",13
Kansas,37.16928494,-94.8462897,"Polk, Iowa, US",474
Kansas,39.78580976,-101.7318201,"Pottawattamie, Iowa, US",58
Kansas,37.23577007,-99.81883015,"Poweshiek, Iowa, US",48
Kansas,39.34948772,-97.16518128,"Ringgold, Iowa, US",47
Kansas,39.48028352,-97.64925343,"Sac, Iowa, US",64
Kansas,38.2365018,-95.73379515,"Scott, Iowa, US",108
Kansas,37.1911452,-99.27113247,"Shelby, Iowa, US",11
Kansas,37.23781842,-96.83776647,"Sioux, Iowa, US",346
Kansas,37.50675523,-94.85245778,"Story, Iowa, US",978
Kansas,39.78468441,-100.4594081,"Tama, Iowa, US",21
Kansas,38.86600962,-97.15532383,"Taylor, Iowa, US",161
Kansas,39.79067154,-95.14056866,"Unassigned, Iowa, US",105
Kansas,38.88503636,-95.2925121,"Union, Iowa, US",2138
Kansas,37.88735543,-99.31263309,"Van Buren, Iowa, US",47
Kansas,37.45338105,-96.24369667,"Wapello, Iowa, US",1
Kansas,38.91458712,-99.31751551,"Warren, Iowa, US",926
Kansas,38.69677695,-98.20462799,"Washington, Iowa, US",32
Kansas,38.04340344,-100.7381938,"Wayne, Iowa, US",2072
Kansas,37.69200114,-99.88825298,"Webster, Iowa, US",2718
Kansas,38.56443815,-95.28644341,"Winnebago, Iowa, US",328
Kansas,38.99871131,-96.7577178,"Winneshiek, Iowa, US",290
Kansas,38.91588178,-100.4829321,"Woodbury, Iowa, US",33
Kansas,39.34987223,-99.88332493,"Worth, Iowa, US",37
Kansas,37.56227336,-101.3079758,"Wright, Iowa, US",254
Kansas,37.73836671,-100.4369088,"Allen, Kansas, US",122
Kansas,38.4808095,-101.8061079,"Anderson, Kansas, US",7
Kansas,37.8774388,-96.23250453,"Atchison, Kansas, US",47
Kansas,37.99978709,-101.7921066,"Barber, Kansas, US",43
Kansas,37.19175361,-98.07578384,"Barton, Kansas, US",120
Kansas,38.04293782,-97.42747573,"Bourbon, Kansas, US",346
Kansas,37.5620394,-100.8710738,"Brown, Kansas, US",103
Kansas,38.08780079,-99.89829881,"Butler, Kansas, US",22
Kansas,39.41673394,-95.79356799,"Chase, Kansas, US",237
Kansas,39.2347941,-95.38289232,"Chautauqua, Kansas, US",185
Kansas,39.78470589,-98.21820662,"Cherokee, Kansas, US",16
Kansas,38.88548175,-94.82250877,"Cheyenne, Kansas, US",10411
Kansas,38.00017981,-101.321681,"Clark, Kansas, US",82
Kansas,37.55909527,-98.13638678,"Clay, Kansas, US",78
Kansas,37.55848695,-99.2856537,"Cloud, Kansas, US",24
Kansas,37.19113093,-95.29849679,"Coffey, Kansas, US",233
Kansas,38.48119447,-100.4660754,"Comanche, Kansas, US",13
Kansas,39.20183497,-95.03620809,"Cowley, Kansas, US",1965
Kansas,39.04549684,-98.20756994,"Crawford, Kansas, US",12
Kansas,38.21267844,-94.84254089,"Decatur, Kansas, US",70
Kansas,38.91735806,-101.148475,"Dickinson, Kansas, US",7
Kansas,38.45576156,-96.15275715,"Doniphan, Kansas, US",1097
Kansas,38.35855394,-97.0985251,"Douglas, Kansas, US",72
Kansas,39.78359669,-96.52278974,"Edwards, Kansas, US",20
Kansas,38.39184858,-97.64769869,"Elk, Kansas, US",277
Kansas,37.23859987,-100.364831,"Ellis, Kansas, US",108
Kansas,38.56383358,-94.83832189,"Ellsworth, Kansas, US",357
Kansas,39.39331582,-98.20906732,"Finney, Kansas, US",45
Kansas,37.19236568,-95.74329258,"Ford, Kansas, US",386
Kansas,38.68827511,-96.65128437,"Franklin, Kansas, US",29
Kansas,37.19141121,-101.7992519,"Geary, Kansas, US",15
Kansas,39.78345387,-96.01392079,"Gove, Kansas, US",92
Kansas,37.55862897,-95.30670046,"Graham, Kansas, US",166
Kansas,38.47974157,-99.91547333,"Grant, Kansas, US",70
Kansas,39.78443827,-99.90286639,"Gray, Kansas, US",30
Kansas,38.65235984,-95.72707998,"Greeley, Kansas, US",96
Kansas,39.3503437,-98.76753828,"Greenwood, Kansas, US",5
Kansas,39.13237408,-97.65020313,"Hamilton, Kansas, US",52
Kansas,38.18108732,-99.23692334,"Harper, Kansas, US",414
Kansas,39.78465501,-99.34668865,"Harvey, Kansas, US",111
Kansas,39.37925655,-96.34564657,"Haskell, Kansas, US",230
Kansas,37.64780729,-98.73922153,"Hodgeman, Kansas, US",69
Kansas,39.78525843,-101.0761617,"Jackson, Kansas, US",8
Kansas,37.95230263,-98.08607292,"Jefferson, Kansas, US",1018
Kansas,39.82799632,-97.65036709,"Jewell, Kansas, US",48
Kansas,38.34616184,-98.19992118,"Johnson, Kansas, US",73
Kansas,39.28935726,-96.73420026,"Kearny, Kansas, US",1734
Kansas,39.35022773,-99.32484567,"Kingman, Kansas, US",61
Kansas,38.52275276,-99.30863983,"Kiowa, Kansas, US",42
Kansas,38.91462787,-98.76254297,"Labette, Kansas, US",83
Kansas,38.78369175,-97.65185177,"Lane, Kansas, US",697
Kansas,38.48222076,-100.9066539,"Leavenworth, Kansas, US",107
Kansas,37.6842718,-97.4608198,"Lincoln, Kansas, US",8173
Kansas,37.19324632,-100.8507201,"Linn, Kansas, US",1661
Kansas,39.04100763,-95.7557264,"Logan, Kansas, US",2644
Kansas,39.35018161,-100.4418259,"Lyon, Kansas, US",13
Kansas,39.35147699,-101.7197624,"Marion, Kansas, US",30
Kansas,39.78516566,-98.78566062,"Marshall, Kansas, US",6
Kansas,38.03100851,-98.71762001,"McPherson, Kansas, US",56
Kansas,37.56304714,-101.7843534,"Meade, Kansas, US",48
Kansas,37.1923008,-101.3118967,"Miami, Kansas, US",128
Kansas,37.23682549,-97.47721621,"Mitchell, Kansas, US",183
Kansas,39.35107575,-101.0553705,"Montgomery, Kansas, US",126
Kansas,38.91467218,-99.87284448,"Morris, Kansas, US",53
Kansas,38.95471985,-96.20350509,"Morton, Kansas, US",67
Kansas,38.91686134,-101.7638876,"Nemaha, Kansas, US",17
Kansas,39.78420784,-97.0875323,"Neosho, Kansas, US",17
Kansas,38.48178252,-101.3471509,"Ness, Kansas, US",6
Kansas,37.55937174,-95.74323255,"Norton, Kansas, US",59
Kansas,37.8865336,-95.74006277,"Osage, Kansas, US",15
Kansas,39.11727348,-94.76378225,"Osborne, Kansas, US",6757
Kentucky,37.10459774,-85.28129668,"Ottawa, Kansas, US",307
Kentucky,36.75197631,-86.19457544,"Out of KS, Kansas, US",315
Kentucky,38.00671029,-84.99171713,"Pawnee, Kansas, US",150
Kentucky,37.05842757,-88.99427697,"Phillips, Kansas, US",54
Kentucky,36.96469836,-85.93338945,"Pottawatomie, Kansas, US",711
Kentucky,38.14735938,-83.74588932,"Pratt, Kansas, US",87
Kentucky,36.73355174,-83.67766671,"Rawlins, Kansas, US",482
Kentucky,38.97065142,-84.72615357,"Reno, Kansas, US",1540
Kentucky,38.2054607,-84.21827874,"Republic, Kansas, US",178
Kentucky,38.36176608,-82.68652187,"Rice, Kansas, US",412
Kentucky,37.62680923,-84.8633779,"Riley, Kansas, US",266
Kentucky,38.69158994,-84.08532444,"Rooks, Kansas, US",40
Kentucky,37.52333168,-83.31959161,"Rush, Kansas, US",84
Kentucky,37.77377239,-86.42885017,"Russell, Kansas, US",126
Kentucky,37.97162523,-85.68955617,"Saline, Kansas, US",844
Kentucky,37.20946153,-86.68748787,"Scott, Kansas, US",337
Kentucky,37.14749129,-87.86948214,"Sedgwick, Kansas, US",147
Kentucky,36.62093411,-88.2731593,"Seward, Kansas, US",552
Kentucky,38.94384345,-84.37875208,"Shawnee, Kansas, US",851
Kentucky,36.85372876,-88.9669222,"Sheridan, Kansas, US",77
Kentucky,38.66599534,-85.12601074,"Sherman, Kansas, US",196
Kentucky,38.31690743,-83.05092385,"Smith, Kansas, US",165
Kentucky,37.32533118,-84.92726209,"Stafford, Kansas, US",269
Kentucky,36.89267803,-87.49055367,"Stanton, Kansas, US",1195
Kentucky,37.9689263,-84.14615986,"Stevens, Kansas, US",305
Kentucky,37.16451126,-83.712575,"Sumner, Kansas, US",305
Kentucky,36.72581156,-85.13377529,"Thomas, Kansas, US",111
Kentucky,37.35839237,-88.0882609,"Trego, Kansas, US",121
Kentucky,36.78926125,-85.39050034,"Unassigned, Kansas, US",100
Kentucky,37.73028906,-87.0901948,"Wabaunsee, Kansas, US",1320
Kentucky,37.21218923,-86.23955613,"Wallace, Kansas, US",131
Kentucky,38.11624059,-83.09771563,"Washington, Kansas, US",38
Kentucky,37.69241417,-83.95956369,"Wichita, Kansas, US",142
Kentucky,38.0368225,-84.45576892,"Wilson, Kansas, US",5729
Kentucky,38.36758311,-83.69657514,"Woodson, Kansas, US",82
Kentucky,37.56213922,-82.74750924,"Wyandotte, Kansas, US",176
Kentucky,38.2379395,-84.87962551,"Adair, Kentucky, US",606
Kentucky,36.55238827,-89.20140068,"Allen, Kentucky, US",142
Kentucky,38.75398691,-84.8558382,"Anderson, Kentucky, US",98
Kentucky,37.6388668,-84.53289319,"Ballard, Kentucky, US",152
Kentucky,38.64962758,-84.62415957,"Barren, Kentucky, US",158
Kentucky,36.72292505,-88.65143315,"Bath, Kentucky, US",727
Kentucky,37.46231118,-86.34248968,"Bell, Kentucky, US",382
Kentucky,37.26484328,-85.5540745,"Boone, Kentucky, US",259
Kentucky,38.54332505,-82.9215658,"Bourbon, Kentucky, US",378
Kentucky,37.83766422,-86.78280584,"Boyd, Kentucky, US",79
Kentucky,37.6976111,-85.96319251,"Boyle, Kentucky, US",1254
Kentucky,36.85699301,-83.21899516,"Bracken, Kentucky, US",367
Kentucky,38.44188174,-84.32869741,"Breathitt, Kentucky, US",171
Kentucky,37.29943898,-85.88461055,"Breckinridge, Kentucky, US",169
Kentucky,37.79344553,-87.57392021,"Bullitt, Kentucky, US",686
Kentucky,38.44942688,-85.11587507,"Butler, Kentucky, US",187
Kentucky,36.6794808,-88.97875928,"Caldwell, Kentucky, US",75
Kentucky,37.30939025,-87.54670406,"Calloway, Kentucky, US",612
Kentucky,37.41866422,-83.99825483,"Campbell, Kentucky, US",354
Kentucky,38.18664655,-85.65931031,"Carlisle, Kentucky, US",14882
Kentucky,37.87119786,-84.58252003,"Carroll, Kentucky, US",581
Kentucky,37.85106355,-82.8264322,"Carter, Kentucky, US",147
Kentucky,38.93950319,-84.53241199,"Casey, Kentucky, US",1978
Kentucky,37.35388197,-82.94981134,"Christian, Kentucky, US",177
Kentucky,36.89225732,-83.85403396,"Clark, Kentucky, US",465
Kentucky,37.54567114,-85.70138352,"Clay, Kentucky, US",112
Kentucky,37.10975748,-84.11321779,"Clinton, Kentucky, US",802
Kentucky,38.07136018,-82.72882223,"Crittenden, Kentucky, US",55
Kentucky,37.59645942,-83.71513901,"Cumberland, Kentucky, US",18
Kentucky,37.09246661,-83.37999606,"Daviess, Kentucky, US",66
Kentucky,37.12306748,-82.85346474,"Edmonson, Kentucky, US",125
Kentucky,38.53184419,-83.37735618,"Elliott, Kentucky, US",222
Kentucky,37.45475628,-84.6565327,"Estill, Kentucky, US",183
Kentucky,37.21137452,-88.34797529,"Fayette, Kentucky, US",84
Kentucky,36.85949479,-86.877635,"Fleming, Kentucky, US",540
Kentucky,37.02080035,-88.07886257,"Floyd, Kentucky, US",67
Kentucky,37.71659336,-84.27220275,"Franklin, Kentucky, US",1681
Kentucky,37.70820545,-83.0657714,"Fulton, Kentucky, US",80
Kentucky,37.55218078,-85.26898542,"Gallatin, Kentucky, US",218
Kentucky,36.8800707,-88.32803576,"Garrard, Kentucky, US",285
Kentucky,37.79990579,-82.51247478,"Grant, Kentucky, US",75
Kentucky,38.59471935,-83.82151043,"Graves, Kentucky, US",122
Kentucky,37.05350953,-88.70445755,"Grayson, Kentucky, US",698
Kentucky,36.73874143,-84.48102924,"Green, Kentucky, US",144
Kentucky,37.5301951,-87.26803443,"Greenup, Kentucky, US",74
Kentucky,37.96163597,-86.21028219,"Hancock, Kentucky, US",202
Kentucky,37.94090733,-83.59985712,"Hardin, Kentucky, US",44
Kentucky,37.81474237,-84.87488475,"Harlan, Kentucky, US",203
Kentucky,36.99459295,-85.63123699,"Harrison, Kentucky, US",110
Kentucky,36.71225341,-85.71596443,"Hart, Kentucky, US",204
Kentucky,38.03253032,-83.9145241,"Henderson, Kentucky, US",267
Kentucky,37.92465657,-83.25558245,"Henry, Kentucky, US",53
Kentucky,37.21425819,-87.14632053,"Hickman, Kentucky, US",755
Kentucky,37.80335779,-85.4657193,"Hopkins, Kentucky, US",488
Kentucky,38.33342292,-84.01889177,"Jackson, Kentucky, US",31
Kentucky,37.47751843,-86.85368087,"Jefferson, Kentucky, US",444
Kentucky,38.39791089,-85.448222,"Jessamine, Kentucky, US",1088
Kentucky,38.51679143,-84.82404619,"Johnson, Kentucky, US",97
Kentucky,37.42823949,-83.68811419,"Kenton, Kentucky, US",37
Kentucky,38.69607718,-84.35599463,"Knott, Kentucky, US",92
Kentucky,37.25023553,-83.22922731,"Knox, Kentucky, US",329
Kentucky,37.47088263,-82.39487445,"Larue, Kentucky, US",395
Kentucky,37.83218794,-83.82553961,"Laurel, Kentucky, US",92
Kentucky,37.10466131,-84.57629079,"Lawrence, Kentucky, US",761
Kentucky,38.51923469,-84.05055616,"Lee, Kentucky, US",12
Kentucky,37.36642393,-84.31176452,"Leslie, Kentucky, US",168
Kentucky,38.19484205,-83.42088935,"Letcher, Kentucky, US",209
Kentucky,36.99308373,-85.06070117,"Lewis, Kentucky, US",244
Kentucky,38.29622293,-84.5816631,"Lincoln, Kentucky, US",734
Kentucky,38.21476019,-85.194223,"Livingston, Kentucky, US",1040
Kentucky,36.74058474,-86.58047435,"Logan, Kentucky, US",270
Kentucky,38.03223971,-85.32749335,"Lyon, Kentucky, US",198
Kentucky,37.3677562,-85.3329931,"Madison, Kentucky, US",287
Kentucky,36.8381152,-87.17878374,"Magoffin, Kentucky, US",181
Kentucky,36.80767017,-87.87333656,"Marion, Kentucky, US",170
Kentucky,38.61056487,-85.33775972,"Marshall, Kentucky, US",59
Kentucky,37.66166713,-87.94300009,"Martin, Kentucky, US",306
Kentucky,36.99903045,-86.42672751,"Mason, Kentucky, US",4224
Kentucky,37.75599461,-85.17407732,"McCracken, Kentucky, US",143
Kentucky,36.80310688,-84.8251971,"McCreary, Kentucky, US",136
Kentucky,37.52168356,-87.67989953,"McLean, Kentucky, US",157
Kentucky,36.75700531,-84.14541217,"Meade, Kentucky, US",314
Kentucky,37.73941626,-83.49303612,"Menifee, Kentucky, US",31
Kentucky,38.04178222,-84.7417556,"Mercer, Kentucky, US",258
Louisiana,30.2950649,-92.41419698,"Metcalfe, Kentucky, US",2933
Louisiana,30.65385745,-92.82442028,"Monroe, Kentucky, US",1545
Louisiana,30.20406249,-90.9132841,"Montgomery, Kentucky, US",3704
Louisiana,29.89946234,-91.06461642,"Morgan, Kentucky, US",758
Louisiana,31.07796211,-92.00079449,"Muhlenberg, Kentucky, US",1491
Louisiana,30.64836518,-93.34173616,"Nelson, Kentucky, US",984
Louisiana,32.34569994,-93.05398492,"Nicholas, Kentucky, US",473
Louisiana,32.67932307,-93.60460152,"Ohio, Kentucky, US",3181
Louisiana,32.57991587,-93.88375652,"Oldham, Kentucky, US",8360
Louisiana,30.22931235,-93.35400434,"Out of KY, Kentucky, US",7794
Louisiana,32.0902519,-92.11752148,"Owen, Kentucky, US",300
Louisiana,29.87592238,-93.19310676,"Owsley, Kentucky, US",225
Louisiana,31.66778967,-91.84526385,"Pendleton, Kentucky, US",432
Louisiana,32.82308512,-92.99526883,"Perry, Kentucky, US",502
Louisiana,31.44817835,-91.63814433,"Pike, Kentucky, US",508
Louisiana,32.05457447,-93.74130302,"Powell, Kentucky, US",893
Louisiana,30.53842039,-91.09777565,"Pulaski, Kentucky, US",14983
Louisiana,32.73926954,-91.23425694,"Robertson, Kentucky, US",542
Louisiana,30.84425359,-91.04976723,"Rockcastle, Kentucky, US",1723
Louisiana,30.72985248,-92.39915924,"Rowan, Kentucky, US",1306
Louisiana,32.13675181,-91.67589857,"Russell, Kentucky, US",1193
Louisiana,31.59882456,-92.56124347,"Scott, Kentucky, US",486
Louisiana,29.86803617,-91.75871777,"Shelby, Kentucky, US",2898
Louisiana,30.25734305,-91.3499598,"Simpson, Kentucky, US",1407
Louisiana,32.30251776,-92.55692092,"Spencer, Kentucky, US",632
Louisiana,29.74075478,-90.11115756,"Taylor, Kentucky, US",17386
Louisiana,30.26896765,-92.81210004,"Todd, Kentucky, US",1225
Louisiana,31.67884782,-92.15907765,"Trigg, Kentucky, US",421
Louisiana,30.2049055,-92.06959876,"Trimble, Kentucky, US",8875
Louisiana,29.52470226,-90.40976986,"Unassigned, Kentucky, US",3599
Louisiana,32.6003154,-92.6659741,"Union, Kentucky, US",1199
Louisiana,30.44143993,-90.73061664,"Warren, Kentucky, US",3730
Louisiana,32.36918118,-91.23973355,"Washington, Kentucky, US",866
Louisiana,32.81686191,-91.80421614,"Wayne, Kentucky, US",770
Louisiana,31.72321584,-93.09816516,"Webster, Kentucky, US",1103
Louisiana,30.06971951,-89.92660315,"Whitley, Kentucky, US",12436
Louisiana,32.47645559,-92.15704172,"Wolfe, Kentucky, US",6122
Louisiana,29.42245447,-89.60322085,"Woodford, Kentucky, US",666
Louisiana,30.71409502,-91.60209535,"Acadia, Louisiana, US",1053
Louisiana,31.19778499,-92.52997303,"Allen, Louisiana, US",4140
Louisiana,32.09530039,-93.34213308,"Ascension, Louisiana, US",351
Louisiana,32.41391005,-91.76634876,"Assumption, Louisiana, US",749
Louisiana,31.56388699,-93.55433981,"Avoyelles, Louisiana, US",840
Louisiana,29.87761636,-89.51887093,"Beauregard, Louisiana, US",1383
Louisiana,29.90709658,-90.35555967,"Bienville, Louisiana, US",1777
Louisiana,30.82210324,-90.71013176,"Bossier, Louisiana, US",410
Louisiana,30.02531716,-90.80212061,"Caddo, Louisiana, US",808
Louisiana,30.12597499,-90.4753503,"Calcasieu, Louisiana, US",1576
Louisiana,30.59724262,-92.00135806,"Caldwell, Louisiana, US",3272
Louisiana,30.13112107,-91.61403569,"Cameron, Louisiana, US",2081
Louisiana,29.69262097,-91.44702164,"Catahoula, Louisiana, US",1901
Louisiana,30.40942847,-89.95642711,"Claiborne, Louisiana, US",6858
Louisiana,30.62888673,-90.40664996,"Concordia, Louisiana, US",4416
Louisiana,32.00760749,-91.32915234,"De Soto, Louisiana, US",159
Louisiana,29.37343766,-90.82626855,"East Baton Rouge, Louisiana, US",3603
Louisiana,32.83121059,-92.3749373,"East Carroll, Louisiana, US",959
Louisiana,29.83517605,-92.30292538,"East Feliciana, Louisiana, US",2028
Louisiana,31.10884837,-93.18153838,"Evangeline, Louisiana, US",1042
Louisiana,30.85288548,-90.03866652,"Franklin, Louisiana, US",1608
Louisiana,32.70847669,-93.33121835,"Grant, Louisiana, US",1217
Louisiana,30.46058217,-91.30989571,"Iberia, Louisiana, US",900
Louisiana,32.78550125,-91.461201,"Iberville, Louisiana, US",343
Louisiana,30.87882871,-91.4148538,"Jackson, Louisiana, US",711
Louisiana,31.94449367,-92.63789413,"Jefferson, Louisiana, US",616
Maine,44.1664747,-70.20380627,"Jefferson Davis, Louisiana, US",693
Maine,46.65926321,-68.59841248,"LaSalle,Louisiana,US",43
Maine,43.8370751,-70.37226999,"Lafayette, Louisiana, US",2290
Maine,44.97330019,-70.44381045,"Lafourche, Louisiana, US",60
Maine,44.59816444,-68.38401854,"Lincoln, Louisiana, US",53
Maine,44.40759555,-69.76738544,"Livingston, Louisiana, US",207
Maine,44.11486325,-69.10529169,"Madison, Louisiana, US",36
Maine,44.05996956,-69.54227124,"Morehouse, Louisiana, US",41
Maine,44.49952995,-70.75682123,"Natchitoches, Louisiana, US",132
Maine,45.40194593,-68.65020455,"Orleans, Louisiana, US",252
Maine,45.83839062,-69.2860223,"Ouachita, Louisiana, US",9
Maine,43.95415864,-69.85074999,"Out of LA, Louisiana, US",65
Maine,45.51229767,-69.95995554,"Plaquemines, Louisiana, US",85
Maine,44.4858305,-69.12061935,"Pointe Coupee, Louisiana, US",73
Maine,45.01607142,-67.62813524,"Rapides, Louisiana, US",16
Maine,43.47808377,-70.71052375,"Red River, Louisiana, US",1115
Maryland,39.62357628,-78.69280486,"Richland, Louisiana, US",454
Maryland,39.00670238,-76.60329337,"Sabine, Louisiana, US",9759
Maryland,39.45784712,-76.62911955,"St. Bernard, Louisiana, US",17579
Maryland,39.30211911,-76.61151012,"St. Charles, Louisiana, US",15329
Maryland,38.53961642,-76.56820632,"St. Helena, Louisiana, US",920
Maryland,38.87172293,-75.82904158,"St. James, Louisiana, US",638
Maryland,39.56453592,-77.02373735,"St. John the Baptist, Louisiana, US",1920
Maryland,39.56647682,-75.94627411,"St. Landry, Louisiana, US",1025
Maryland,38.51092331,-76.98580666,"St. Martin, Louisiana, US",2725
Maryland,38.45413522,-76.02752426,"St. Mary, Louisiana, US",578
Maryland,39.47296601,-77.39999394,"St. Tammany, Louisiana, US",3958
Maryland,39.52786077,-79.27355126,"Tangipahoa, Louisiana, US",72
Maryland,39.55010644,-76.3077594,"Tensas, Louisiana, US",2945
Maryland,39.25305293,-76.93126208,"Terrebonne, Louisiana, US",4983
Maryland,39.24976208,-76.04741541,"Unassigned, Louisiana, US",298
Maryland,39.13676329,-77.20358245,"Union, Louisiana, US",22002
Maryland,38.83070039,-76.8496441,"Vermilion, Louisiana, US",28784
Maryland,39.06198912,-76.03530977,"Vernon, Louisiana, US",645
Maryland,38.1163542,-75.75118623,"Washington, Louisiana, US",251
Maryland,38.30058422,-76.6062928,"Webster, Louisiana, US",1259
Maryland,38.76618159,-76.10882561,"West Baton Rouge, Louisiana, US",543
Maryland,39.60835778,-77.82002295,"West Carroll, Louisiana, US",1691
Maryland,38.37301947,-75.62705831,"West Feliciana, Louisiana, US",1919
Maryland,38.21274277,-75.33200012,"Winn, Louisiana, US",1020
Massachusetts,41.72980578,-70.28854339,"Androscoggin, Maine, US",1722
Massachusetts,42.37428441,-73.20524838,"Aroostook, Maine, US",706
Massachusetts,41.79228404,-71.10872211,"Cumberland, Maine, US",9858
Massachusetts,41.40674725,-70.68763497,"Franklin, Maine, US",0
Massachusetts,41.40674725,-70.68763497,"Hancock, Maine, US",151
Massachusetts,42.6687626,-70.94687179,"Kennebec, Maine, US",19305
Massachusetts,42.58119713,-72.58602547,"Knox, Maine, US",404
Massachusetts,42.13440424,-72.63235561,"Lincoln, Maine, US",8075
Massachusetts,42.33997957,-72.65898478,"Out of ME, Maine, US",1208
Massachusetts,42.48607732,-71.39049229,"Oxford, Maine, US",26943
Massachusetts,41.2942019,-70.08774729,"Penobscot, Maine, US",0
Massachusetts,42.16073095,-71.20530408,"Piscataquis, Maine, US",10107
Massachusetts,41.94070556,-70.80802823,"Sagadahoc, Maine, US",9567
Massachusetts,42.3279514,-71.07850442,"Somerset, Maine, US",23891
Massachusetts,42.35026951,-71.90493363,"Unassigned, Maine, US",14159
Michigan,44.6846864,-83.59507875,"Waldo, Maine, US",41
Michigan,46.41292944,-86.60260122,"Washington, Maine, US",19
Michigan,42.59147037,-85.89102866,"York, Maine, US",743
Michigan,45.03477666,-83.62212411,"Allegany, Maryland, US",151
Michigan,44.99690221,-85.15503082,"Anne Arundel, Maryland, US",68
Michigan,44.0636262,-83.89277559,"Baltimore, Maryland, US",69
Michigan,46.6720582,-88.36363591,"Baltimore City, Maryland, US",20
Michigan,42.59513984,-85.30834519,"Calvert, Maryland, US",283
Michigan,43.70639106,-83.98731479,"Caroline, Maryland, US",985
Michigan,44.63899297,-86.01608482,"Carroll, Maryland, US",80
Michigan,41.95447397,-86.4131308,"Cecil, Maryland, US",1832
Michigan,41.91600556,-85.05929476,"Charles, Maryland, US",594
Michigan,42.24633834,-85.00493569,"Dorchester, Maryland, US",1265
Michigan,41.91522292,-85.99405727,"Frederick, Maryland, US",547
Michigan,45.37790017,-85.19614053,"Garrett, Maryland, US",101
Michigan,45.44787015,-84.50122149,"Harford, Maryland, US",90
Michigan,46.29552653,-84.54353449,"Howard, Maryland, US",76
Michigan,43.98794227,-84.8481986,"Kent, Maryland, US",112
Michigan,42.94400871,-84.60145248,"Montgomery, Maryland, US",658
Michigan,44.68255561,-84.61006219,"Out of MD, Maryland, US",123
Michigan,45.9048491,-86.9080745,"Prince George's, Maryland, US",327
Michigan,46.00999672,-87.86961634,"Queen Anne's, Maryland, US",114
